name	type	Description	id	prob	value	balancedByTargetCount	judgmentOnce	kind	mobSize	method	tickInterval	condition	abnormalityCategory	abnormalityKind	conditionCategory	conditionValue	mySkillCategory	isHidePassive	passivityChangeId	passivityChangeTime	prevPassivityId
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312100	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312101	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312102	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312103	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312104	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312110	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312111	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312112	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312113	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2312114	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Deal More PvP Damage	176	Increases PvP Attack by $value.	2321000	1	6	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000001	1	1	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000002	1	2	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000003	1	3	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000004	1	4	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000005	1	5	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000006	1	6	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000007	1	7	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000008	1	8	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000009	1	9	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000010	1	10	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000011	1	11	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000012	1	12	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000013	1	13	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000014	1	14	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000015	1	15	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000016	1	16	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000017	1	17	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000018	1	18	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000019	1	19	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000020	1	20	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000021	1	21	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000022	1	22	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000023	1	23	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000024	1	24	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000025	1	25	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000026	1	26	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000027	1	27	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000028	1	28	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000029	1	29	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000030	1	30	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000031	1	31	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000032	1	32	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000033	1	33	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000034	1	34	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000035	1	35	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000036	1	36	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000037	1	37	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000038	1	38	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000039	1	39	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000040	1	40	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000041	1	41	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000042	1	42	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000043	1	43	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000044	1	44	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000045	1	45	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000046	1	46	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000047	1	47	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000048	1	48	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000049	1	49	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage	176	Increases PvP Attack by $value.	3000050	1	50	FALSE	FALSE	0	player	2	0	25	0	0	0	3					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000101	1	1	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000102	1	2	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000103	1	3	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000104	1	4	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000105	1	5	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000106	1	6	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000107	1	7	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000108	1	8	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000109	1	9	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000110	1	10	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000111	1	11	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000112	1	12	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000113	1	13	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000114	1	14	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000115	1	15	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000116	1	16	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000117	1	17	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000118	1	18	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000119	1	19	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000120	1	20	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000121	1	21	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000122	1	22	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000123	1	23	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000124	1	24	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000125	1	25	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000126	1	26	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000127	1	27	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000128	1	28	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000129	1	29	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000130	1	30	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000131	1	31	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000132	1	32	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000133	1	33	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000134	1	34	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000135	1	35	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000136	1	36	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000137	1	37	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000138	1	38	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000139	1	39	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000140	1	40	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000141	1	41	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000142	1	42	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000143	1	43	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000144	1	44	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000145	1	45	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000146	1	46	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000147	1	47	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000148	1	48	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000149	1	49	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
Equipment_Deal More PvP Damage from Rear	176	Increases PvP Attack by $value when attacking from behind.	3000150	1	50	FALSE	FALSE	0	player	2	0	24	0	0	0	2					
First Effect - Infused VII	201	Replenishes 255 MP when knocked down.	80120	1	12120	FALSE	TRUE	8	all	2	0	1	0	0	0	2					
First Effect - Empyrean VII	201	Applies $H_W_GOODWarding VII$COLOR_END when knocked down by enraged monsters.	80230	1	12230	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
First Effect - Warding VII	201	Applies $H_W_GOODWarding VII$COLOR_END when knocked down ($prob chance).	80240	0,5	12240	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
First Effect - Inspiring VII	201	Applies $H_W_GOODHP Recovery VII$COLOR_END when knocked down ($prob chance).	80250	0,5	12250	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
Second Effect - Infused VII	201	Replenishes 63 MP when knocked down.	81003	1	12003	FALSE	TRUE	0	all	2	0	1	0	0	0	2					
Reflect Damage	203	Reflects 15% of damage to the attacker.	325400	1	0,15	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Random] Chest_reflect set % damage to the attacker	203	Reflects $value of damage to the attacker.	420090	1	0,06	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Fixed] chest_Reflects damage to the attacker	203	Reflects $value of damage to the attacker.	520090	1	0,06	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
Reflect Damage	203	Reflects 16.6% of damage to the attacker.	1325400	1	0,166	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Masterwork] [Random] Chest_reflect set % damage to the attacker	203	Reflects $value of damage to the attacker.	1420090	1	0,072	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Masterwork] [Fixed] chest_Reflects damage to the attacker	203	Reflects $value of damage to the attacker.	1520090	1	0,072	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
Reflect Damage	203	Reflects 18.2% of damage to the attacker.	2325400	1	0,182	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
Increase Crafting Speed	204	Increases crafting speed by $value.	323600	1	0,9	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Fixed] [Life] Gloves_Increases crafting speed	204	Increases crafting speed by $value.	523210	1	0,9	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Fixed] [Life] Shoes_Increases crafting speed	204	Increases crafting speed by $value.	524210	1	0,9	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Masterwork] [Fixed] [Life] Gloves_Increases crafting speed	204	Increases crafting speed by $value.	1523210	1	0,88	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
[Masterwork] [Fixed] [Life] Shoes_Increases crafting speed	204	Increases crafting speed by $value.	1524210	1	0,88	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
Increases crafting speed.	204		6000008	1	0,95	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
Chance to Replenish MP	207	$prob chance to replenish MP when combat starts.	311300	0,5	18600	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
Chance to Regen HP	207	$prob chance to recover HP when combat starts.	325200	0,3	18500	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Random] Weapon_MP replenishment on battle	207	$prob chance to replenish MP when combat starts.	410115	0,5	18600	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Random] Chest_HP recovery on battle	207	$prob chance to recover HP when combat starts.	420095	0,3	18500	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Fixed] Weapon_replenish MP when combat starts	207	$prob chance to replenish MP when combat starts.	510115	0,5	18600	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Fixed] chest_regenerate HP when combat starts	207	$prob chance to recover HP when combat starts.	520095	0,3	18500	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
Chance to Replenish MP	207	$prob chance to replenish MP when combat starts.	1311300	0,5	18601	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
Chance to Regen HP	207	$prob chance to regenerate HP when combat starts.	1325200	0,3	18501	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Masterwork] [Random] Weapon_MP replenishment on battle	207	$prob chance to replenish MP when combat starts.	1410115	0,5	18601	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Masterwork] [Random] Chest_HP recovery on battle	207	$prob chance to recover HP when combat starts.	1420095	0,3	18501	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Masterwork] [Fixed] Weapon_replenish MP when combat starts	207	$prob chance to replenish MP when combat starts.	1510115	0,5	18601	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
[Masterwork] [Fixed] chest_regenerate HP when combat starts	207	$prob chance to regenerate HP when combat starts.	1520095	0,3	18501	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
Chance to Replenish MP	207	$prob chance to replenish MP when combat starts.	2311300	0,5	18602	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
Chance to Regen HP	207	$prob chance to regenerate HP when combat starts.	2325200	0,3	18502	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
First Effect - Cruel VII	208	Increases Crit Power after knocking down an opponent. Applies $H_W_GOODCruelty VII$COLOR_END.	80080	1	12080	FALSE	TRUE	6	all	4	0	1	0	0	0	2					
T3_Mystic—Replenish MP on Titanic Wrath Hit	209	Replenishes 150 MP when casting Titanic Wrath.	313601	1	18700	FALSE	FALSE	0	all	4	0	0	0	0	8003	0					
T3_Mystic—Replenish MP on Titanic Wrath Hit	209	Replenishes 75 MP when casting Titanic Wrath.	350601	1	18710	FALSE	FALSE	0	all	4	0	0	0	0	8003	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210100	1	1,05	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210101	1	1,11	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210102	1	1,21	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210103	1	1,27	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210104	1	1,32	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210105	1	1,37	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210106	1	1,4	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210107	1	1,43	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210200	1	1,12	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210201	1	1,17	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210202	1	1,28	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210203	1	1,33	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210204	1	1,39	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210205	1	1,44	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210206	1	1,47	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210207	1	1,5	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210300	1	1,19	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210301	1	1,24	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210302	1	1,35	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210303	1	1,4	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210304	1	1,45	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210305	1	1,51	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210306	1	1,54	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210307	1	1,58	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210400	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210401	1	1,31	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210402	1	1,41	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210403	1	1,47	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210404	1	1,52	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210405	1	1,57	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210406	1	1,61	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210407	1	1,66	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210500	1	1,05	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210501	1	1,11	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210502	1	1,21	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
Replenish more MP w/ Combo Hit	213	Increases MP replenishment by $value when Combo Attack hits your target.	210503	1	1,27	FALSE	FALSE	0	all	3	0	0	0	0	11	0					
