Name	Description	id	value	bySkillCategory	group	infinity	isBuff	isHideOnRefresh	isShow	kind	level	notCareDeath	priority	property	time	isHideOnRaid	useDamageFont	isBlockOtherSpecialShader	type	method	tickInterval	appearEffectId	disappearEffectId	effectPart	effectId	effectPart	overlayEffectId	appearEffectId	disappearEffectId	damageEffectId	ShaderOnAlly	ShaderOnMy	ShaderOnOther	appearShader	disappearShader	effectTime	attackEffectId	isEnemyCheck	arcaneFxId
Cellular Explosion [Transmittable]	Reduces HP by $H_W_BAD15%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. When effect ends, an additional $H_W_BAD$value2$COLOR_END HP is lost.$BRCellular Explosion [Transmittable] can spread HP reduction to other players.	98850041	-30000	0		FALSE	FALSE	FALSE	TRUE	28894	99	FALSE	8	2	10000				221	2	1			FXBottom92	50015														
Cellular Explosion [Transmittable]	Reduces HP by $H_W_BAD15%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. When effect ends, an additional $H_W_BAD$value2$COLOR_END HP is lost.$BRCellular Explosion [Transmittable] can spread HP reduction to other players.	98850041	905407	0		FALSE	FALSE	FALSE	TRUE	28894	99	FALSE	8	2	10000				64	3	1			FXBottom110	988510														
Recovery	Recovers $H_W_GOOD3%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	98850042	5	0	etc	FALSE	TRUE	FALSE	TRUE	6411	99	FALSE	1	4	12000				51	3	3			FXBottom84	50015														
Magnetic South	Magnetized. Able to attract all surrounding manaathols to you.$BRMagnetic South cannot be canceled.	98850050	1	0	etc	FALSE	TRUE	FALSE	TRUE	6470	99	FALSE	8	4	60000				4	3	0																		
Magnetic North	Magnetized. Able to attract all surrounding manaathols to you.$BRMagnetic North cannot be canceled.	98850051	1	0	etc	FALSE	TRUE	FALSE	TRUE	6471	99	FALSE	8	4	60000				4	3	0																		
Positive	Positively charged.	98850052	1	0	etc	TRUE	FALSE	FALSE	FALSE	6472	99	FALSE	8	4	60000				4	3	0																		
Negative	Negatively charged.	98850053	1	0	etc	TRUE	FALSE	FALSE	FALSE	6473	99	FALSE	8	4	60000				4	3	0																		
Venom	Reduces HP by $H_W_BAD5%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	98850054	-0.05	0		FALSE	FALSE	FALSE	TRUE	28802	1	FALSE	7	2	10000				51	3	1																		
Sleep	Sleep comfortably. Ends immediately when hit.	98850055	5	0		FALSE	FALSE	FALSE	TRUE	28805	1	FALSE	8	3	10000				211	0	0			FXHead37	1006		1002												
Chaos	Your movement keys are reversed.	98850056	0	0		FALSE	FALSE	FALSE	TRUE	25604	1	FALSE	7	3	10000				213	0	0			FXBottom88	4346														
Thulsa's Venom	Reduces HP by $H_W_BAD5%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	98850057	-0.05	0		FALSE	FALSE	FALSE	TRUE	28802	1	FALSE	8	2	30000				51	3	3			FXCenter95	4195		1005												
Time to Choose	You have 5 seconds to choose your reward.	98850058	0	0		FALSE	TRUE	FALSE	TRUE	6447	99	FALSE	1	1	5000				245	21	0			FXCenter104	41662					41672									
Time to Choose	You have 5 seconds to choose your reward.	98850058	0	0		FALSE	TRUE	FALSE	TRUE	6447	99	FALSE	1	1	5000				287	0	0																		
Greedy Thoughts	Greedy thoughts are surging through you. Change this effect to Hateful Thoughts before the effect expires.	98850091	-0.1	0		FALSE	FALSE	FALSE	TRUE	28899	98	FALSE	8	2	90000				51	3	5			FXCenter101	4318														
Greedy Thoughts	Greedy thoughts are surging through you. Change this effect to Hateful Thoughts before the effect expires.	98850091	-10000000	0		FALSE	FALSE	FALSE	TRUE	28899	98	FALSE	8	2	90000				221	2	0																		
Hateful Thoughts	You are suddenly overwhelmed by alien anger. Change this effect to Desperate Thoughts before the effect expires.	98850092	-0.1	0		FALSE	FALSE	FALSE	TRUE	28900	98	FALSE	8	2	90000				51	3	5			FXCenter101	4318														
Hateful Thoughts	You are suddenly overwhelmed by alien anger. Change this effect to Desperate Thoughts before the effect expires.	98850092	-10000000	0		FALSE	FALSE	FALSE	TRUE	28900	98	FALSE	8	2	90000				221	2	0																		
Desperate Thoughts	You are falling into an endless pit of despair. Change this effect to Greedy Thought within 90 seconds.	98850093	-0.1	0		FALSE	FALSE	FALSE	TRUE	28901	98	FALSE	8	2	90000				51	3	5			FXCenter101	4318														
Desperate Thoughts	You are falling into an endless pit of despair. Change this effect to Greedy Thought within 90 seconds.	98850093	-10000000	0		FALSE	FALSE	FALSE	TRUE	28901	98	FALSE	8	2	90000				221	2	0																		
Greedy Thoughts	Greedy thoughts are surging through you. Change this effect to Hateful Thoughts before the effect expires.	98850094	-0.1	0		FALSE	FALSE	FALSE	TRUE	28899	99	FALSE	8	2	30000				51	3	5			FXCenter101	4318														
Greedy Thoughts	Greedy thoughts are surging through you. Change this effect to Hateful Thoughts before the effect expires.	98850094	-10000000	0		FALSE	FALSE	FALSE	TRUE	28899	99	FALSE	8	2	30000				221	2	0																		
Hateful Thoughts	You are suddenly overwhelmed by alien anger. Change this effect to Desperate Thoughts before the effect expires.	98850095	-0.1	0		FALSE	FALSE	FALSE	TRUE	28900	99	FALSE	8	2	30000				51	3	5			FXCenter101	4318														
Hateful Thoughts	You are suddenly overwhelmed by alien anger. Change this effect to Desperate Thoughts before the effect expires.	98850095	-10000000	0		FALSE	FALSE	FALSE	TRUE	28900	99	FALSE	8	2	30000				221	2	0																		
Desperate Thoughts	You are falling into an endless pit of despair. Change this effect to Greedy Thoughts within 90 seconds.	98850096	-0.1	0		FALSE	FALSE	FALSE	TRUE	28901	99	FALSE	8	2	30000				51	3	5			FXCenter101	4318														
Desperate Thoughts	You are falling into an endless pit of despair. Change this effect to Greedy Thoughts within 90 seconds.	98850096	-10000000	0		FALSE	FALSE	FALSE	TRUE	28901	99	FALSE	8	2	30000				221	2	0																		
Stun	Stunned. Cannot move.	99000000	5	0		FALSE	FALSE	FALSE	TRUE	28805	1	FALSE	8	3	2000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000010	5	0		FALSE	FALSE	FALSE	TRUE	28805	2	FALSE	8	3	3000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000020	5	0		FALSE	FALSE	FALSE	TRUE	28805	3	FALSE	8	3	4000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000030	5	0		FALSE	FALSE	FALSE	TRUE	28805	4	FALSE	8	3	5000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000040	5	0		FALSE	FALSE	FALSE	TRUE	28805	5	FALSE	8	3	6000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000050	5	0		FALSE	FALSE	FALSE	TRUE	28805	6	FALSE	8	3	7000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000060	5	0		FALSE	FALSE	FALSE	TRUE	28805	7	FALSE	8	3	8000				211	0	0			FXHead35	2012		1001												
Stun	Stunned. Cannot move.	99000070	5	0		FALSE	FALSE	FALSE	TRUE	28805	8	FALSE	8	3	9000				211	0	0			FXHead35	2012		1001												
Argon Spike	Dragged and stunned by the Argon Spike.	99000080	5	0		FALSE	FALSE	FALSE	TRUE	28805	8	FALSE	8	3	15000				211	0	0			FXHead35	2012		1001												
No Death Run	If Shown, BTS	99000081	0	0	etc	FALSE	TRUE	FALSE	FALSE	1600	1	FALSE	1	4	7000				275	0	0			FXCenter															
Anya's Sacrifice	Anya bonds with Tiaran the Sorrow Tree to protect you.	99000082	0	0		FALSE	TRUE	FALSE	TRUE	48002	1	FALSE	1	1	7000				245	10	0	65071		FXCenter03															
Argon Spike	Dragged and stunned by the Argon Spike.	99000083	5	0		FALSE	FALSE	FALSE	TRUE	28805	8	FALSE	8	3	10000				211	0	0			FXHead35	2012		1001												
The Power of Argon Predator	If Shown, BTS	99000084	3	0	etc	TRUE	TRUE	FALSE	FALSE	42001	99	TRUE	8	4	99999999				4	3	0																		
Argon Predator's Protection	Invincible.	99000085	0	0		FALSE	TRUE	FALSE	TRUE	48002	1	FALSE	1	1	15000				245	10	0	65071		FXCenter03															
Rage Explosion I	Increases Power by $H_W_GOOD$value$COLOR_END.	99000100	1.1	0	etc	FALSE	TRUE	FALSE	TRUE	6401	1	FALSE	7	4	60000				3	3	0	3266		FXCenter184					3269										
Rage Explosion II	Increases Power by $H_W_GOOD$value$COLOR_END.	99000110	1.15	0	etc	FALSE	TRUE	FALSE	TRUE	6401	2	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion III	Increases Power by $H_W_GOOD$value$COLOR_END.	99000120	1.2	0	etc	FALSE	TRUE	FALSE	TRUE	6401	3	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion IV	Increases Power by $H_W_GOOD$value$COLOR_END.	99000130	1.25	0	etc	FALSE	TRUE	FALSE	TRUE	6401	4	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion V	Increases Power by $H_W_GOOD$value$COLOR_END.	99000140	1.3	0	etc	FALSE	TRUE	FALSE	TRUE	6401	5	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion VI	Increases Power by $H_W_GOOD$value$COLOR_END.	99000150	1.35	0	etc	FALSE	TRUE	FALSE	TRUE	6401	6	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion VII	Increases Power by $H_W_GOOD$value$COLOR_END.	99000160	1.4	0	etc	FALSE	TRUE	FALSE	TRUE	6401	7	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Rage Explosion VIII	Increases Power by $H_W_GOOD$value$COLOR_END.	99000170	1.45	0	etc	FALSE	TRUE	FALSE	TRUE	6401	8	FALSE	7	4	60000				3	3	0	3266		FXCenter185					3269										
Strong Will I	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000200	1.1	0	etc	FALSE	TRUE	FALSE	TRUE	6406	1	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will II	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000210	1.15	0	etc	FALSE	TRUE	FALSE	TRUE	6406	2	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will III	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000220	1.2	0	etc	FALSE	TRUE	FALSE	TRUE	6406	3	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will IV	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000230	1.25	0	etc	FALSE	TRUE	FALSE	TRUE	6406	4	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will V	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000240	1.3	0	etc	FALSE	TRUE	FALSE	TRUE	6406	5	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will VI	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000250	1.35	0	etc	FALSE	TRUE	FALSE	TRUE	6406	6	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will VII	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000260	1.4	0	etc	FALSE	TRUE	FALSE	TRUE	6406	7	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Strong Will VIII	Increases Endurance by $H_W_GOOD$value$COLOR_END.	99000270	1.45	0	etc	FALSE	TRUE	FALSE	TRUE	6406	8	FALSE	7	4	60000				4	3	0	3267		FXCenter186					3270										
Restoration I	Recovers $H_W_GOOD3%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000300	0.03	0	etc	FALSE	TRUE	FALSE	TRUE	6403	1	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration II	Recovers $H_W_GOOD4%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000310	0.04	0	etc	FALSE	TRUE	FALSE	TRUE	6403	2	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration III	Recovers $H_W_GOOD5%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000320	0.05	0	etc	FALSE	TRUE	FALSE	TRUE	6403	3	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration IV	Recovers $H_W_GOOD6%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000330	0.06	0	etc	FALSE	TRUE	FALSE	TRUE	6403	4	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration V	Recovers $H_W_GOOD7%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000340	0.07	0	etc	FALSE	TRUE	FALSE	TRUE	6403	5	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration VI	Recovers $H_W_GOOD8%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000350	0.08	0	etc	FALSE	TRUE	FALSE	TRUE	6403	6	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration VII	Recovers $H_W_GOOD9%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000360	0.09	0	etc	FALSE	TRUE	FALSE	TRUE	6403	7	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Restoration VIII	Recovers $H_W_GOOD10%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	99000370	0.1	0	etc	FALSE	TRUE	FALSE	TRUE	6403	8	FALSE	7	4	12000				51	3	3			FXBottom84	50015														
Venom	Reduces HP by $H_W_BAD1.2%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000400	-12	0		FALSE	FALSE	FALSE	TRUE	28801	1	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD1.4%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000410	-14	0		FALSE	FALSE	FALSE	TRUE	28801	2	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD1.6%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000420	-16	0		FALSE	FALSE	FALSE	TRUE	28801	3	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD1.8%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000430	-18	0		FALSE	FALSE	FALSE	TRUE	28801	4	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD2%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000440	-0.02	0		FALSE	FALSE	FALSE	TRUE	28801	5	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD2.2%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000450	-22	0		FALSE	FALSE	FALSE	TRUE	28801	6	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD2.4%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000460	-24	0		FALSE	FALSE	FALSE	TRUE	28801	7	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD2.6%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000470	-26	0		FALSE	FALSE	FALSE	TRUE	28801	8	FALSE	7	2	45000				51	3	3			FXCenter187	4195		1005												
Venom	Reduces HP by $H_W_BAD50%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000480	-0.5	0		FALSE	FALSE	FALSE	TRUE	28801	9	FALSE	7	2	1000				51	3	1			FXCenter187	4195		1005												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000500	0.85	0		FALSE	FALSE	FALSE	TRUE	28843	1	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000500	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	1	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000510	0.8	0		FALSE	FALSE	FALSE	TRUE	28843	2	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000510	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	2	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000520	0.75	0		FALSE	FALSE	FALSE	TRUE	28843	3	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000520	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	3	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000530	0.7	0		FALSE	FALSE	FALSE	TRUE	28843	4	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000530	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	4	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000540	0.65	0		FALSE	FALSE	FALSE	TRUE	28843	5	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000540	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	5	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000550	0.6	0		FALSE	FALSE	FALSE	TRUE	28843	6	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000550	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	6	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000560	0.55	0		FALSE	FALSE	FALSE	TRUE	28843	7	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000560	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	7	FALSE	1	1	15000				28	3	0																		
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000570	0.5	0		FALSE	FALSE	FALSE	TRUE	28843	8	FALSE	1	1	15000				5	4	0			FXBottom85	50141		1010												
Restraint	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	99000570	0.9	0		FALSE	FALSE	FALSE	TRUE	28843	8	FALSE	1	1	15000				28	3	0																		
Bleeding	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000580	0.5	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	15000				5	4	0																		
Bleeding	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000580	-0.06	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	15000				51	3	3			FXBottom86	4320														
Bleeding	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000580	0.9	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	15000				28	3	0																		
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000600	0.9	0		FALSE	FALSE	FALSE	TRUE	28816	1	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000610	0.85	0		FALSE	FALSE	FALSE	TRUE	28816	2	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000620	0.8	0		FALSE	FALSE	FALSE	TRUE	28816	3	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000630	0.75	0		FALSE	FALSE	FALSE	TRUE	28816	4	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000640	0.7	0		FALSE	FALSE	FALSE	TRUE	28816	5	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000650	0.65	0		FALSE	FALSE	FALSE	TRUE	28816	6	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000660	0.6	0		FALSE	FALSE	FALSE	TRUE	28816	7	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Muscle Fatigue	Decreases Power by $H_W_BAD$value$COLOR_END.	99000670	0.55	0		FALSE	FALSE	FALSE	TRUE	28816	8	FALSE	7	1	15000				3	3	0	3271		FXCenter189					3272										
Executor's Powerful Blow	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000680	0.5	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	10000				5	4	0																		
Executor's Powerful Blow	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000680	-0.01	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	10000				51	3	1			FXBottom86	4320														
Executor's Powerful Blow	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Reduces HP by $H_W_BAD6%$COLOR_END of maximum every $H_W_BAD$tickInterval2$COLOR_END.	99000680	0.9	0		FALSE	FALSE	FALSE	TRUE	25608	1	FALSE	7	2	10000				28	3	0																		
Executor's Flame of Rage	Reduces HP by $H_W_BAD1.4%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.	99000690	-0.02	0		FALSE	FALSE	FALSE	TRUE	28801	8	FALSE	7	2	10000				51	3	1			FXCenter192	4318														
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000700	0.9	0		FALSE	FALSE	FALSE	TRUE	25601	1	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000710	0.85	0		FALSE	FALSE	FALSE	TRUE	25601	2	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000720	0.8	0		FALSE	FALSE	FALSE	TRUE	25601	3	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000730	0.75	0		FALSE	FALSE	FALSE	TRUE	25601	4	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000740	0.7	0		FALSE	FALSE	FALSE	TRUE	25601	5	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000750	0.65	0		FALSE	FALSE	FALSE	TRUE	25601	6	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000760	0.6	0		FALSE	FALSE	FALSE	TRUE	25601	7	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000770	0.55	0		FALSE	FALSE	FALSE	TRUE	25601	8	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Weakened Will	Decreases Endurance by $H_W_BAD$value$COLOR_END.	99000780	0.4	0		FALSE	FALSE	FALSE	TRUE	25601	9	FALSE	7	1	15000				4	3	0	3273		FXCenter190					3274										
Speed Boost I	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000800	1.1	0	etc	FALSE	TRUE	FALSE	TRUE	3201	1	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost II	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000810	1.15	0	etc	FALSE	TRUE	FALSE	TRUE	3201	2	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost III	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000820	1.2	0	etc	FALSE	TRUE	FALSE	TRUE	3201	3	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost IV	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000830	1.25	0	etc	FALSE	TRUE	FALSE	TRUE	3201	4	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost V	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000840	1.3	0	etc	FALSE	TRUE	FALSE	TRUE	3201	5	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost VI	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000850	1.35	0	etc	FALSE	TRUE	FALSE	TRUE	3201	6	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost VII	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000860	1.4	0	etc	FALSE	TRUE	FALSE	TRUE	3201	7	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Speed Boost VIII	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	99000870	1.45	0	etc	FALSE	TRUE	FALSE	TRUE	3201	8	FALSE	1	4	15000				5	3	0			FXCenter191	1082														
Chill	Reduces HP by $H_W_BAD1.5% of maximum every $H_W_BAD$tickInterval$COLOR_END.$BR Decreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000900	-15	0		FALSE	FALSE	FALSE	TRUE	28801	1	FALSE	7	2	30000				51	3	3			FXBottom87	4345		1007												
Chill	Reduces HP by $H_W_BAD1.5% of maximum every $H_W_BAD$tickInterval$COLOR_END.$BR Decreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000900	0.9	0		FALSE	FALSE	FALSE	TRUE	28801	1	FALSE	7	2	30000				5	4	0																		
Chill	Reduces HP by $H_W_BAD1.5% of maximum every $H_W_BAD$tickInterval$COLOR_END.$BR Decreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000900	0.9	0		FALSE	FALSE	FALSE	TRUE	28801	1	FALSE	7	2	30000				28	3	0																		
Chill	Reduces HP by $H_W_BAD1.8%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.$BRDecreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000910	-18	0		FALSE	FALSE	FALSE	TRUE	28801	2	FALSE	7	2	30000				51	3	3			FXBottom87	4345		1007												
Chill	Reduces HP by $H_W_BAD1.8%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.$BRDecreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000910	0.86	0		FALSE	FALSE	FALSE	TRUE	28801	2	FALSE	7	2	30000				5	4	0																		
Chill	Reduces HP by $H_W_BAD1.8%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END.$BRDecreases Movement Speed by $H_W_BAD$value2$COLOR_END.	99000910	0.9	0		FALSE	FALSE	FALSE	TRUE	28801	2	FALSE	7	2	30000				28	3	0																		
