id	step	passivityCategoryId	kind	rate	enchantStep	id2	passivityLink	unchangeable
						320	2320200,2320200,2320300,2320300,2320400,2320400,2320500,2320500,2320600,2320600,2320700,2320700,2320800,2325000,2325000,2325100,2325100,2325200,2325200,2325300,2325300,2325400,2325400,2325500,2325500	
						321	2320200,2320200,2320300,2320300,2320400,2320400,2320500,2320500,2320600,2320600,2320700,2320700,2325000,2325000,2325100,2325100,2325200,2325200,2325300,2325300,2325400,2325400,2325500,2325500,3000205	
						420	1320100,1320100,1320200,1320200,1320300,1320300,1320400,1320400,1320500,1320500,1320600,1320600,1320700,1320700,1320800,1325000,1325000,1325100,1325100,1325200,1325200,1325300,1325300,1325400,1325400,1325500,1325500	
						21	320200,320200,320300,320300,320400,320400,320500,320500,320600,320600,320700,320700,320800,325000,325000,325100,325100,325200,325200,325300,325300,325500,325500	
						22	320200,320200,320300,320300,320400,320400,320500,320500,320600,320600,320700,320700,325000,325000,325100,325100,325200,325200,325300,325300,325500,325500,3000204	
						23	320200,320200,320300,320300,320400,320400,320500,320500,320600,320600,320700,320700,325000,325000,325100,325100,325200,325200,325300,325300,325500,325500,3000205	
						421	1320100,1320100,1320200,1320200,1320300,1320300,1320400,1320400,1320500,1320500,1320600,1320600,1320700,1320700,1320800,1325000,1325000,1325100,1325100,1325200,1325200,1325300,1325300,1325500,1325500	
						920	320100,320200,320200,320300,320400,320400,320400,320600,320700,325000,325100,325100,325200,325200,325300,325300,325400,325500	
						3920	2320100,2320200,2320200,2320300,2320400,2320400,2320400,2320600,2320700,2325000,2325100,2325100,2325200,2325200,2325300,2325300,2325400,2325500	
						820	320100,320200,320200,320400,320400,320400,320600,320700,325000,325100,325100,325200,325200,325300,325300,325400,325500	
						3820	2320100,2320200,2320200,2320400,2320400,2320400,2320600,2320700,2325000,2325100,2325100,2325200,2325200,2325300,2325300,2325400,2325500	
						2000	312000,312001,312002,312003,312004	
						2001	312100,312101,312102,312103,312104	
						2002	312110,312111,312112,312113,312114	
						2003	312120,312121,312122,312123,312124	
						32000	2312000,2312001,2312002,2312003,2312004	
						32001	2312100,2312101,2312102,2312103,2312104	
						32002	2313000,2313001,2313002	
						32003	2312200,2312201,2312202	
						32004	2312110,2312111,2312112,2312113,2312114	
						32005	2312120,2312121,2312122,2312123,2312124	
						2100	326000,326001,326002,326003,326004	
						2101	326200,326201,326202,326203,326204	
						32100	2326000,2326001,2326002,2326003,2326004	
						32101	2326200,2326201,2326202,2326203,2326204	
						32102	2323000,2323001,2323002	
						100	323061,323062	
						3100	2323061,2323062	
						150	323010,323030,323040,323060	
						152	323010,323030,323060	
						153	323010,323030,323040,323060	
						155	323010,323030,323060	
						156	323010,323030,323040,323060	
						158	323010,323030,323060	
						3150	2323010,2323030,2323040,2323060	
						3152	2323010,2323030,2323060	
						4150	1323010,1323030,1323040,1323060	
						4152	1323010,1323030,1323060	
						4153	1323010,1323030,1323040,1323060	
						4155	1323010,1323030,1323060	
						4156	1323010,1323030,1323040,1323060	
						4158	1323010,1323030,1323060	
						151	323010,323030,323050,323060	
						154	323010,323030,323050,323060,3000204	
						157	323010,323030,323050,323060	
						3151	2323010,2323030,2323050,2323060	
						4151	1323010,1323030,1323050,1323060	
						4154	1323010,1323030,1323050,1323060,3000204	
						4157	1323010,1323030,1323050,1323060	
						200	324061,324062	
						202	321202	
						203	321300	
						3200	2324061,2324062	
						3202	321202	
						3203	321300	
						250	324010,324020,324030,324040,324050,324060	
						251	324010,324020,324030,324040,324050,324060,3000204	
						252	324010,324020,324030,324040,324050,324060,3000205	
						3250	2324010,2324020,2324030,2324040,2324050,2324060	
						4250	1324010,1324020,1324030,1324040,1324050,1324060	
						4251	1324010,1324020,1324030,1324040,1324050,1324060,3000204	
						4252	1324010,1324020,1324030,1324040,1324050,1324060,3000205	
						101	311300	
						201	320200	
						2200	320902	
						2210	320903	
						2220	3000006	
						2225	3000006,3000205	
						32200	2320902	
						32210	2320903	
						32220	3000006	
						32225	3000006,3000205	
						32230	2321100,2321101,2321102	
						32240	2321100,2321101,2321102,2310950,2310951,2310952	
						32250	2321100,2321101,2321102,2312200,2312201,2312202	
						2300	321202	
						2301	321300	
						2310	321300	
						2320	3000210	
						2321	3000207	
						32300	2321202	
						32301	2321300	
						32310	2321300	
						32320	3000210	
						32321	3000207	
						2400	320300,325000,325100,320600,325500,320700	
						2410	320100,320200,320600,320700,320800,325200,325300,320700,325500,325400,326100	
						2420	325400,326100,325500,320700,320100,325300,325200,320700	
						2430	320100,320100,320200,320200,320300,320300,320400,320400,326100,326100,320600,320600,320700,320700,320800,325000,325000,325100,325100,325200,325200,325300,325300,325500,325500	
						2440	350000,350001,350002,350003,350005,350006,350007,350008,350009	
						2441	350100,350101,350102,350103,350104,350105,350106,350107,350108,350109	
						2442	350200,350201,350202,350203,350204,350205,350206,350208,350209	
						2443	350300,350301,350302,350303,350304,350305,350306,350307,350308,350309	
						2444	350400,350401,350402,350404,350405,350406,350407,350408,350409	
						2445	350500,350501,350502,350503,350504,350505,350506,350507,350508,350509	
						2446	350600,350602,350603,350604,350605,350606,350607,350608,350609	
						2447	350700,350701,350702,350703,350704,350705,350706,350707,350708,350709	
						2448	350800,350801,350802,350803,350804,350805,350806,350807,350808,350809	
						2449	350900,350901,350902,350903,350904,350905,350906,350907,350908,350909	
						2450	351000,351001,351002,351003,351004,351005,351006,351007,351008,351009	
						2451	351100,351101,351102,351103,351104,351105,351106,351107,351108,351109	
						32400	1320300,1325000,1325100,1320600,1325500,1320700	
						32401	1320300,1325000,1325100,1320600,1325500,1320700,3000204	
						32402	1320300,1325000,1325100,1320600,1325500,1320700,3000205	
						32420	1325400,1221300,1325500,1320700,1320100,1325300,1325200,1320700	
						32430	1320100,1320100,1320200,1320200,1320300,1320300,1320400,1320400,1326100,1326100,1320600,1320600,1320700,1320700,1320800,1325000,1325000,1325100,1325100,1325200,1325200,1325300,1325300,1325500,1325500	
						50	2313000,2313001,2313002	
						60	2323000,2323001,2323002,2323003	
						3000	330010,330020,330030,330040,330050,330060	
						4000	345010,345020,345030,345040,345050,345060	
						4100	345010,345020,345030,345040,345050,345060,345070,345080	
						3001	330010,330020,330030,330040,330041,330042,330043,330050,330051,330060	
						4001	345010,345020,345030,345040,345050,345060	
						50000	313000,313002,313004,313006,313008	True
						50010	313101,313103,313105,313107,313109	True
						50020	313200,313202,313204,313206,313208	True
						50030	313301,313303,313305,313307,313309	True
						50040	313400,313402,313404,313406,313408	True
						50050	313501,313503,313505,313507,313509	True
						50060	313600,313602,313604,313606,313608	True
						50070	313701,313703,313705,313707,313709	True
						51000	313001,313003,313005,313007,313009	True
						51010	313100,313102,313104,313106,313108	True
						51020	313201,313203,313205,313207,313209	True
						51030	313300,313302,313304,313306,313308	True
						51040	313401,313403,313405,313407,313409	True
						51050	313500,313502,313504,313506,313508	True
						51060	313601,313603,313605,313607,313609	True
						51070	313700,313702,313704,313706,313708	True
						60000	350001,350003,350005,350007,350009,350300,350302,350304,350306,350308,350500,350502,350504,350506,350508	True
						60010	350100,350102,350104,350106,350108,350201,350203,350205,350209	True
						60020	350401,350405,350407,350409,350601,350603,350605,350607,350609,350700,350702,350704,350706,350708	True
						61000	350000,350002,350004,350006,350008,350301,350303,350305,350307,350309,350501,350503,350505,350507,350509	True
						61010	350101,350103,350105,350107,350109,350200,350202,350204,350206,350208	True
						61020	350400,350402,350404,350406,350408,350600,350602,350604,350606,350608,350701,350703,350705,350707,350709	True
